ID,Instrument,EntryTime,Type,EntryPrice,ExitTime,ExitPrice,Result,PnL,Commission,NetPnL,MAE,MFE,Setup,Attempt,RiskReward,DeltaAtEntry,DeltaDirection,SessionDelta,DeltaAtTP1
53,MNQ 03-26,2025-12-17 06:21:00,Short,25475.4987828627,2025-12-17 06:33:00,25483,SL_Short_03,-105.02,12.74,-117.76,-105.02,174.98,USA High,3,-1.00,0,1,0,0
54,MNQ 03-26,2025-12-17 06:44:00,Short,25477.1028999065,2025-12-17 06:57:00,25491.5,SL_Short_04,-86.38,5.46,-91.84,-86.38,26.12,USA High,4,-1.00,0,1,0,0
55,MNQ 03-26,2025-12-17 07:00:00,Short,25485,2025-12-17 07:06:00,25492,SL_Short_05,-98.00,12.74,-110.74,-98.00,119.00,USA High,5,-1.00,0,1,0,0
56,MNQ 03-26,2025-12-17 07:22:00,Short,25477.3772160997,2025-12-17 08:49:00,25499.25,SL_Short_06,-87.49,3.64,-91.13,-87.49,22.51,USA High,6,-1.00,0,1,0,0
57,MNQ 03-26,2025-12-17 09:02:00,Short,25495.656930126,2025-12-17 10:36:00,25391.25,TP1_Short_07,417.63,3.64,413.99,-8.74,837.26,USA High,7,4.15,0,1,0,0
57,MNQ 03-26,2025-12-17 09:02:00,Short,25495.656930126,2025-12-17 10:36:00,25391.25,TP1_Short_07,417.63,3.64,413.99,-8.74,837.26,USA High,7,4.15,0,1,0,0
57.2,MNQ 03-26,2025-12-17 09:02:00,Short,25495.656930126,2025-12-17 11:43:00,25170,TP2_Short_07,1302.63,3.64,1298.99,-8.74,1303.63,USA High,7,12.93,0,1,0,0
57.2,MNQ 03-26,2025-12-17 09:02:00,Short,25495.656930126,2025-12-17 11:43:00,25170,TP2_Short_07,1302.63,3.64,1298.99,-8.74,1303.63,USA High,7,12.93,0,1,0,0
58,MNQ 03-26,2025-12-17 11:51:00,Long,25127.5,2025-12-17 11:53:00,25098.5,SL_Long_01,-116.00,3.64,-119.64,-116.00,63.00,Europe Low,1,-1.00,0,1,0,0
58,MNQ 03-26,2025-12-17 11:51:00,Long,25127.5,2025-12-17 11:53:00,25098.5,SL_Long_01,-116.00,3.64,-119.64,-116.00,63.00,Europe Low,1,-1.00,0,1,0,0
59,MNQ 03-26,2025-12-17 12:12:00,Long,25079.8187742022,2025-12-17 12:15:00,25033.5,SL_Long_02,-185.28,3.64,-188.92,-185.28,24.72,Asia Low,2,-1.00,0,1,0,0
59,MNQ 03-26,2025-12-17 12:12:00,Long,25079.8187742022,2025-12-17 12:15:00,25033.5,SL_Long_02,-185.28,3.64,-188.92,-185.28,24.72,Asia Low,2,-1.00,0,1,0,0
60,MNQ 03-26,2025-12-17 12:21:00,Long,25044.0003521732,2025-12-17 12:35:00,25008.75,SL_Long_03,-141.00,3.64,-144.64,-141.00,222.00,Asia Low,3,-1.00,0,1,0,0
60,MNQ 03-26,2025-12-17 12:21:00,Long,25044.0003521732,2025-12-17 12:35:00,25008.75,SL_Long_03,-141.00,3.64,-144.64,-141.00,222.00,Asia Low,3,-1.00,0,1,0,0
61,MNQ 03-26,2025-12-17 12:39:00,Long,25034.5,2025-12-17 12:51:00,25000.25,SL_Long_04,-137.00,3.64,-140.64,-137.00,104.00,Asia Low,4,-1.00,0,1,0,0
62,MNQ 03-26,2025-12-17 12:56:00,Long,25006.0005238716,2025-12-17 13:05:00,24984.5,SL_Long_05,-86.00,3.64,-89.64,-86.00,186.00,Asia Low,5,-1.00,0,1,0,0
61,MNQ 03-26,2025-12-17 12:39:00,Long,25034.5,2025-12-17 12:51:00,25000.25,SL_Long_04,-137.00,3.64,-140.64,-137.00,104.00,Asia Low,4,-1.00,0,1,0,0
62,MNQ 03-26,2025-12-17 12:56:00,Long,25006.0005238716,2025-12-17 13:05:00,24984.5,SL_Long_05,-86.00,3.64,-89.64,-86.00,186.00,Asia Low,5,-1.00,0,1,0,0
63,MNQ 03-26,2025-12-17 13:10:00,Long,25011.0002938707,2025-12-17 14:40:00,24981.75,SL_Long_06,-117.00,3.64,-120.64,-117.00,296.00,Asia Low,6,-1.00,0,1,0,0
63,MNQ 03-26,2025-12-17 13:10:00,Long,25011.0002938707,2025-12-17 14:40:00,24981.75,SL_Long_06,-117.00,3.64,-120.64,-117.00,296.00,Asia Low,6,-1.00,0,1,0,0
64,MNQ 03-26,2025-12-17 15:17:00,Long,24950.7501398002,2025-12-17 15:34:00,24932.25,SL_Long_07,-111.00,5.46,-116.46,-111.00,93.00,Asia Low,7,-1.00,0,1,0,0
64,MNQ 03-26,2025-12-17 15:17:00,Long,24950.7501398002,2025-12-17 15:34:00,24932.25,SL_Long_07,-111.00,5.46,-116.46,-111.00,93.00,Asia Low,7,-1.00,0,1,0,0
65,MNQ 03-26,2025-12-17 15:39:00,Long,24929.2551759834,2025-12-17 16:52:00,24922,SL_Long_08,-101.57,12.74,-114.31,-101.57,787.43,Asia Low,8,-1.00,0,1,0,0
65,MNQ 03-26,2025-12-17 15:39:00,Long,24929.2551759834,2025-12-17 16:52:00,24922,SL_Long_08,-101.57,12.74,-114.31,-101.57,787.43,Asia Low,8,-1.00,0,1,0,0
66.1,MNQ 03-26,2025-12-17 17:36:00,Long,24943.1247049567,2025-12-18 09:31:00,25130.5,TP1_Long_09,374.75,1.82,372.93,-167.50,751.50,Asia Low,9,1.68,0,1,0,0
66.2,MNQ 03-26,2025-12-17 17:36:00,Long,24943.1247049567,2025-12-18 09:31:00,25133.75,TP2_Long_09,381.25,1.82,379.43,-167.50,751.50,Asia Low,9,1.71,0,1,0,0
66.1,MNQ 03-26,2025-12-17 17:36:00,Long,24943.1247049567,2025-12-18 09:31:00,25130.5,TP1_Long_09,374.75,1.82,372.93,-167.50,751.50,Asia Low,9,1.68,0,1,0,0
66.2,MNQ 03-26,2025-12-17 17:36:00,Long,24943.1247049567,2025-12-18 09:31:00,25133.75,TP2_Long_09,381.25,1.82,379.43,-167.50,751.50,Asia Low,9,1.71,0,1,0,0
67,MNQ 03-26,2025-12-19 04:08:00,Short,25370,2025-12-19 04:19:00,25377.5,SL_Short_01,-105.00,12.74,-117.74,-105.00,259.00,Asia High,1,-1.00,0,1,0,0
68,MNQ 03-26,2025-12-19 04:23:00,Short,25375.2472144847,2025-12-19 04:48:00,25380.75,SL_Short_02,-99.05,16.38,-115.43,-99.05,557.95,Asia High,2,-1.00,0,1,0,0
69,MNQ 03-26,2025-12-19 05:05:00,Short,25373.9465581487,2025-12-19 05:23:00,25387.75,SL_Short_03,-110.43,7.28,-117.71,-110.43,129.57,Asia High,3,-1.00,0,1,0,0
67,MNQ 03-26,2025-12-19 04:08:00,Short,25370,2025-12-19 04:19:00,25377.5,SL_Short_01,-105.00,12.74,-117.74,-105.00,259.00,Asia High,1,-1.00,0,1,0,0
68,MNQ 03-26,2025-12-19 04:23:00,Short,25375.2472144847,2025-12-19 04:48:00,25380.75,SL_Short_02,-99.05,16.38,-115.43,-99.05,557.95,Asia High,2,-1.00,0,1,0,0
69,MNQ 03-26,2025-12-19 05:05:00,Short,25373.9465581487,2025-12-19 05:23:00,25387.75,SL_Short_03,-110.43,7.28,-117.71,-110.43,129.57,Asia High,3,-1.00,0,1,0,0
70,MNQ 03-26,2025-12-19 05:47:00,Short,25380.4998528113,2025-12-19 08:56:00,25294,TP1_Short_04,346.00,3.64,342.36,-48.00,696.00,Asia High,4,3.26,0,1,0,0
70,MNQ 03-26,2025-12-19 05:47:00,Short,25380.4998528113,2025-12-19 08:56:00,25294,TP1_Short_04,346.00,3.64,342.36,-48.00,696.00,Asia High,4,3.26,0,1,0,0
70.2,MNQ 03-26,2025-12-19 05:47:00,Short,25380.4998528113,2025-12-19 10:23:00,25380.4998528113,SL_Short_04,0.00,3.64,-3.64,-48.00,696.00,Asia High,4,0.00,0,1,0,0
70.2,MNQ 03-26,2025-12-19 05:47:00,Short,25380.4998528113,2025-12-19 10:23:00,25380.4998528113,SL_Short_04,0.00,3.64,-3.64,-48.00,696.00,Asia High,4,0.00,0,1,0,0
71,MNQ 03-26,2025-12-19 10:39:00,Short,25435.7442283476,2025-12-19 10:40:00,25464.75,SL_Short_01,-116.02,3.64,-119.66,-116.02,20.98,USA High,1,-1.00,0,1,0,0
71,MNQ 03-26,2025-12-19 10:39:00,Short,25435.7442283476,2025-12-19 10:40:00,25464.75,SL_Short_01,-116.02,3.64,-119.66,-116.02,20.98,USA High,1,-1.00,0,1,0,0
72,MNQ 03-26,2025-12-19 10:57:00,Short,25551.2496989621,2025-12-19 11:01:00,25573.5,SL_Short_01,-89.00,3.64,-92.64,-89.00,33.00,Europe High,1,-1.00,0,1,0,0
72,MNQ 03-26,2025-12-19 10:57:00,Short,25551.2496989621,2025-12-19 11:01:00,25573.5,SL_Short_01,-89.00,3.64,-92.64,-89.00,33.00,Europe High,1,-1.00,0,1,0,0
73,MNQ 03-26,2025-12-19 11:10:00,Short,25562.4793915604,2025-12-21 19:01:00,25635,SL_Short_02,-290.08,3.64,-293.72,-148.08,410.92,Europe High,2,-1.87,0,1,0,0
73.2,MNQ 03-26,2025-12-19 11:10:00,Short,25562.4793915604,2025-12-21 19:01:00,25635,TP2_Long_01,-435.12,5.46,-440.58,-148.08,410.92,Europe High,2,-2.81,0,1,0,0
73,MNQ 03-26,2025-12-19 11:10:00,Short,25562.4793915604,2025-12-21 19:01:00,25635,SL_Short_02,-290.08,3.64,-293.72,-148.08,410.92,Europe High,2,-1.87,0,1,0,0
73.2,MNQ 03-26,2025-12-19 11:10:00,Short,25562.4793915604,2025-12-21 19:01:00,25635,TP2_Long_01,-435.12,5.46,-440.58,-148.08,410.92,Europe High,2,-2.81,0,1,0,0
74,MNQ 03-26,2025-12-25 20:12:00,Short,25900.25,2025-12-25 20:14:00,25906.25,SL_Short_01,-96.00,14.56,-110.56,-96.00,32.00,USA High,1,-1.00,0,1,0,0
75,MNQ 03-26,2025-12-25 20:19:00,Short,25905,2025-12-25 20:23:00,25908.75,SL_Short_02,-97.50,23.66,-121.16,-97.50,78.00,USA High,2,-1.00,0,1,0,0
76,MNQ 03-26,2025-12-25 20:38:00,Short,25905.2495934959,2025-12-25 21:02:00,25910.25,SL_Short_03,-100.01,18.20,-118.21,-100.01,204.99,USA High,3,-1.00,0,1,0,0
77,MNQ 03-26,2025-12-25 21:22:00,Short,25912.5,2025-12-25 21:44:00,25894.5,TP1_Short_04,216.00,10.92,205.08,-22.00,401.50,USA High,4,2.31,0,1,0,0
74,MNQ 03-26,2025-12-25 20:12:00,Short,25900.25,2025-12-25 20:14:00,25906.25,SL_Short_01,-96.00,14.56,-110.56,-96.00,32.00,USA High,1,-1.00,0,1,0,0
75,MNQ 03-26,2025-12-25 20:19:00,Short,25905,2025-12-25 20:23:00,25908.75,SL_Short_02,-97.50,23.66,-121.16,-97.50,78.00,USA High,2,-1.00,0,1,0,0
76,MNQ 03-26,2025-12-25 20:38:00,Short,25905.2495934959,2025-12-25 21:02:00,25910.25,SL_Short_03,-100.01,18.20,-118.21,-100.01,204.99,USA High,3,-1.00,0,1,0,0
77,MNQ 03-26,2025-12-25 21:22:00,Short,25912.5,2025-12-25 21:44:00,25894.5,TP1_Short_04,216.00,10.92,205.08,-22.00,401.50,USA High,4,2.31,0,1,0,0
77.2,MNQ 03-26,2025-12-25 21:22:00,Short,25912.5,2025-12-26 09:39:00,25912.5,SL_Short_04,0.00,9.10,-9.10,-22.00,700.00,USA High,4,0.00,0,1,0,0
77.2,MNQ 03-26,2025-12-25 21:22:00,Short,25912.5,2025-12-26 09:39:00,25912.5,SL_Short_04,0.00,9.10,-9.10,-22.00,700.00,USA High,4,0.00,0,1,0,0
78,MNQ 03-26,2025-12-29 04:09:00,Long,25784.2535803238,2025-12-29 04:13:00,25779,SL_Long_01,-94.56,16.38,-110.94,-94.56,121.44,USA Low,1,-1.00,0,1,0,0
79,MNQ 03-26,2025-12-29 04:20:00,Long,25785.283409611,2025-12-29 04:26:00,25777.5,SL_Long_02,-93.40,10.92,-104.32,-93.40,44.60,USA Low,2,-1.00,0,1,0,0
80,MNQ 03-26,2025-12-29 04:33:00,Long,25778.500261233,2025-12-29 04:33:00,25773.75,SL_Long_01,-95.01,18.20,-113.21,-95.01,24.99,Asia Low,1,-1.00,0,1,0,0
81,MNQ 03-26,2025-12-29 04:46:00,Long,25754.5,2025-12-29 04:46:00,25748.75,SL_Long_02,-103.50,16.38,-119.88,-103.50,0.00,Asia Low,2,-1.00,0,1,0,0
78,MNQ 03-26,2025-12-29 04:09:00,Long,25784.2535803238,2025-12-29 04:13:00,25779,SL_Long_01,-94.56,16.38,-110.94,-94.56,121.44,USA Low,1,-1.00,0,1,0,0
79,MNQ 03-26,2025-12-29 04:20:00,Long,25785.283409611,2025-12-29 04:26:00,25777.5,SL_Long_02,-93.40,10.92,-104.32,-93.40,44.60,USA Low,2,-1.00,0,1,0,0
80,MNQ 03-26,2025-12-29 04:33:00,Long,25778.500261233,2025-12-29 04:33:00,25773.75,SL_Long_01,-95.01,18.20,-113.21,-95.01,24.99,Asia Low,1,-1.00,0,1,0,0
81,MNQ 03-26,2025-12-29 04:46:00,Long,25754.5,2025-12-29 04:46:00,25748.75,SL_Long_02,-103.50,16.38,-119.88,-103.50,0.00,Asia Low,2,-1.00,0,1,0,0
82,MNQ 03-26,2025-12-29 05:00:00,Long,25736.5043074884,2025-12-29 09:48:00,25731.25,SL_Long_03,-105.09,18.20,-123.29,-105.09,809.91,Asia Low,3,-1.00,0,1,0,0
83,MNQ 03-26,2025-12-29 10:08:00,Long,25683.5489346001,2025-12-29 10:17:00,25660.25,SL_Long_04,-93.20,3.64,-96.84,-93.20,66.80,Asia Low,4,-1.00,0,1,0,0
82,MNQ 03-26,2025-12-29 05:00:00,Long,25736.5043074884,2025-12-29 09:48:00,25731.25,SL_Long_03,-105.09,18.20,-123.29,-105.09,809.91,Asia Low,3,-1.00,0,1,0,0
83,MNQ 03-26,2025-12-29 10:08:00,Long,25683.5489346001,2025-12-29 10:17:00,25660.25,SL_Long_04,-93.20,3.64,-96.84,-93.20,66.80,Asia Low,4,-1.00,0,1,0,0
84.1,MNQ 03-26,2025-12-29 10:31:00,Long,25683.2825110558,2025-12-29 10:37:00,25770.75,TP1_Long_05,174.93,1.82,173.11,-76.13,350.87,Asia Low,5,1.59,0,1,0,0
84.1,MNQ 03-26,2025-12-29 10:31:00,Long,25683.2825110558,2025-12-29 10:37:00,25770.75,TP1_Long_05,174.93,1.82,173.11,-76.13,350.87,Asia Low,5,1.59,0,1,0,0
84.2,MNQ 03-26,2025-12-29 10:31:00,Long,25683.2825110558,2025-12-29 11:11:00,25683.2825110558,SL_Long_05,0.00,1.82,-1.82,-76.13,350.87,Asia Low,5,0.00,0,1,0,0
84.2,MNQ 03-26,2025-12-29 10:31:00,Long,25683.2825110558,2025-12-29 11:11:00,25683.2825110558,SL_Long_05,0.00,1.82,-1.82,-76.13,350.87,Asia Low,5,0.00,0,1,0,0
85,MNQ 03-26,2025-12-29 13:34:00,Long,25659.7555402152,2025-12-29 15:43:00,25737,TP1_Long_06,308.98,3.64,305.34,-6.04,619.96,Asia Low,6,3.15,0,1,0,0
85,MNQ 03-26,2025-12-29 13:34:00,Long,25659.7555402152,2025-12-29 15:43:00,25737,TP1_Long_06,308.98,3.64,305.34,-6.04,619.96,Asia Low,6,3.15,0,1,0,0
85.2,MNQ 03-26,2025-12-29 13:34:00,Long,25659.7555402152,2025-12-30 19:13:00,25659.7555402152,SL_Long_06,0.00,3.64,-3.64,-6.04,619.96,Asia Low,6,0.00,0,1,0,0
86,MNQ 03-26,2025-12-30 19:49:00,Long,25651.0195035461,2025-12-30 20:07:00,25643.25,SL_Long_01,-93.23,10.92,-104.15,-93.23,92.77,USA Low,1,-1.00,0,1,0,0
87,MNQ 03-26,2025-12-30 20:19:00,Long,25644.5,2025-12-30 20:46:00,25632.75,SL_Long_02,-94.00,7.28,-101.28,-94.00,30.00,USA Low,2,-1.00,0,1,0,0
88,MNQ 03-26,2025-12-30 20:58:00,Long,25615.2526843741,2025-12-30 21:01:00,25605.75,SL_Long_01,-95.03,9.10,-104.13,-95.03,29.97,Europe Low,1,-1.00,0,1,0,0
89.1,MNQ 03-26,2025-12-30 21:42:00,Long,25608.7755654619,2025-12-30 22:32:00,25632.75,TP1_Long_02,47.95,1.82,46.13,-2.10,96.90,Europe Low,2,0.57,0,1,0,0
89.2,MNQ 03-26,2025-12-30 21:42:00,Long,25608.7755654619,2025-12-30 22:50:00,25608.7755654619,SL_Long_02,0.00,1.82,-1.82,-2.10,96.90,Europe Low,2,0.00,0,1,0,0
85.2,MNQ 03-26,2025-12-29 13:34:00,Long,25659.7555402152,2025-12-30 19:13:00,25659.7555402152,SL_Long_06,0.00,3.64,-3.64,-6.04,619.96,Asia Low,6,0.00,0,1,0,0
86,MNQ 03-26,2025-12-30 19:49:00,Long,25651.0195035461,2025-12-30 20:07:00,25643.25,SL_Long_01,-93.23,10.92,-104.15,-93.23,92.77,USA Low,1,-1.00,0,1,0,0
87,MNQ 03-26,2025-12-30 20:19:00,Long,25644.5,2025-12-30 20:46:00,25632.75,SL_Long_02,-94.00,7.28,-101.28,-94.00,30.00,USA Low,2,-1.00,0,1,0,0
88,MNQ 03-26,2025-12-30 20:58:00,Long,25615.2526843741,2025-12-30 21:01:00,25605.75,SL_Long_01,-95.03,9.10,-104.13,-95.03,29.97,Europe Low,1,-1.00,0,1,0,0
90,MNQ 03-26,2025-12-31 02:24:00,Long,25588.0007413998,2025-12-31 02:28:00,25582.25,SL_Long_03,-92.01,14.56,-106.57,-92.01,27.99,Europe Low,3,-1.00,0,1,0,0
91,MNQ 03-26,2025-12-31 02:55:00,Long,25589.3018027802,2025-12-31 03:12:00,25576.75,SL_Long_04,-100.41,7.28,-107.69,-100.41,105.59,Europe Low,4,-1.00,0,1,0,0
92,MNQ 03-26,2025-12-31 03:51:00,Long,25594.6026505739,2025-12-31 04:32:00,25575,SL_Long_05,-117.62,5.46,-123.08,-117.62,57.88,Europe Low,5,-1.00,0,1,0,0
93,MNQ 03-26,2025-12-31 04:39:00,Long,25561.25,2025-12-31 04:40:00,25554.75,SL_Long_01,-91.00,12.74,-103.74,-91.00,7.00,Asia Low,1,-1.00,0,1,0,0
89.1,MNQ 03-26,2025-12-30 21:42:00,Long,25608.7755654619,2025-12-30 22:32:00,25632.75,TP1_Long_02,47.95,1.82,46.13,-2.10,96.90,Europe Low,2,0.57,0,1,0,0
89.2,MNQ 03-26,2025-12-30 21:42:00,Long,25608.7755654619,2025-12-30 22:50:00,25608.7755654619,SL_Long_02,0.00,1.82,-1.82,-2.10,96.90,Europe Low,2,0.00,0,1,0,0
94,MNQ 03-26,2025-12-31 04:46:00,Long,25565.25,2025-12-31 08:01:00,25615.5,TP1_Long_02,201.00,3.64,197.36,-76.00,404.00,Asia Low,2,1.90,0,1,0,0
90,MNQ 03-26,2025-12-31 02:24:00,Long,25588.0007413998,2025-12-31 02:28:00,25582.25,SL_Long_03,-92.01,14.56,-106.57,-92.01,27.99,Europe Low,3,-1.00,0,1,0,0
91,MNQ 03-26,2025-12-31 02:55:00,Long,25589.3018027802,2025-12-31 03:12:00,25576.75,SL_Long_04,-100.41,7.28,-107.69,-100.41,105.59,Europe Low,4,-1.00,0,1,0,0
92,MNQ 03-26,2025-12-31 03:51:00,Long,25594.6026505739,2025-12-31 04:32:00,25575,SL_Long_05,-117.62,5.46,-123.08,-117.62,57.88,Europe Low,5,-1.00,0,1,0,0
93,MNQ 03-26,2025-12-31 04:39:00,Long,25561.25,2025-12-31 04:40:00,25554.75,SL_Long_01,-91.00,12.74,-103.74,-91.00,7.00,Asia Low,1,-1.00,0,1,0,0
94.2,MNQ 03-26,2025-12-31 04:46:00,Long,25565.25,2025-12-31 09:51:00,25690.5,TP2_Long_02,501.00,3.64,497.36,-76.00,502.00,Asia Low,2,4.73,0,1,0,0
95,MNQ 03-26,2025-12-31 10:01:00,Short,25705.75,2025-12-31 10:02:00,25715.25,SL_Short_01,-95.00,9.10,-104.10,-95.00,42.50,Asia High,1,-1.00,0,1,0,0
94,MNQ 03-26,2025-12-31 04:46:00,Long,25565.25,2025-12-31 08:01:00,25615.5,TP1_Long_02,201.00,3.64,197.36,-76.00,404.00,Asia Low,2,1.90,0,1,0,0
94.2,MNQ 03-26,2025-12-31 04:46:00,Long,25565.25,2025-12-31 09:51:00,25690.5,TP2_Long_02,501.00,3.64,497.36,-76.00,502.00,Asia Low,2,4.73,0,1,0,0
96,MNQ 03-26,2025-12-31 10:07:00,Short,25712.2493208367,2025-12-31 10:38:00,25629,TP1_Short_02,665.99,7.28,658.71,-24.01,1335.99,Asia High,2,6.66,0,1,0,0
95,MNQ 03-26,2025-12-31 10:01:00,Short,25705.75,2025-12-31 10:02:00,25715.25,SL_Short_01,-95.00,9.10,-104.10,-95.00,42.50,Asia High,1,-1.00,0,1,0,0
96,MNQ 03-26,2025-12-31 10:07:00,Short,25712.2493208367,2025-12-31 10:38:00,25629,TP1_Short_02,665.99,7.28,658.71,-24.01,1335.99,Asia High,2,6.66,0,1,0,0
96.2,MNQ 03-26,2025-12-31 10:07:00,Short,25712.2493208367,2025-12-31 11:19:00,25575.25,TP2_Short_02,1095.99,7.28,1088.71,-24.01,1335.99,Asia High,2,10.96,0,1,0,0
96.2,MNQ 03-26,2025-12-31 10:07:00,Short,25712.2493208367,2025-12-31 11:19:00,25575.25,TP2_Short_02,1095.99,7.28,1088.71,-24.01,1335.99,Asia High,2,10.96,0,1,0,0
